ID,Gazetteer,L1 code,L2 code,L3 code,L4 code,Kew region code,Kew region subdivision,Kew region,Synonym,Notes
1024,Hungary,1.0000000000000000e+00,1.1000000000000000e+01,HUN,HUN-OO,1.0000000000000000e+00,,Europe,,
1025,Hunter Is.,6.0000000000000000e+00,6.0000000000000000e+01,NWC,NWC-OO,9.0000000000000000e+00,B,New Caledonia,,
1026,Huon I.,6.0000000000000000e+00,6.0000000000000000e+01,NWC,NWC-OO,9.0000000000000000e+00,B,New Caledonia,,
1027,Hupeh,3.0000000000000000e+00,3.6000000000000000e+01,CHC,CHC-HU,4.0000000000000000e+00,,Eastern Asia,Hubei,
1028,Ibiza,1.0000000000000000e+00,1.2000000000000000e+01,BAL,BAL-OO,1.0000000000000000e+00,,Europe,,
1029,Iceland,1.0000000000000000e+00,1.0000000000000000e+01,ICE,ICE-OO,1.0000000000000000e+00,,Europe,,
1030,Idaho,7.0000000000000000e+00,7.3000000000000000e+01,IDA,IDA-OO,1.3000000000000000e+01,,North America,,
1031,Ifni,2.0000000000000000e+00,2.0000000000000000e+01,MOR,MOR-MO,2.0000000000000000e+00,B,North Africa,,
1032,Ikaria,3.0000000000000000e+00,3.4000000000000000e+01,EAI,EAI-OO,2.0000000000000000e+00,A,Orient,,one of Dhodekanisos
1033,Ile de France,2.0000000000000000e+00,2.9000000000000000e+01,MAU,MAU-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,Mauritius,
1034,Iles du Vent,6.0000000000000000e+00,6.1000000000000000e+01,SCI,SCI-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
1035,Iles sous le Vent,6.0000000000000000e+00,6.1000000000000000e+01,SCI,SCI-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
1036,Iliodhromia,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,one of Voriai Sporadhes
1037,Illinois,7.0000000000000000e+00,7.4000000000000000e+01,ILL,ILL-OO,1.3000000000000000e+01,,North America,,
1038,Imbroz,1.0000000000000000e+00,1.3000000000000000e+01,TUE,TUE-OO,1.0000000000000000e+00,,Europe,Gokceada,
1039,Imroz,1.0000000000000000e+00,1.3000000000000000e+01,TUE,TUE-OO,1.0000000000000000e+00,,Europe,Gokceada,
1040,Inaccessible I.,9.0000000000000000e+00,9.0000000000000000e+01,TDC,TDC-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,
1041,Inagua Is.,8.0000000000000000e+00,8.1000000000000000e+01,BAH,BAH-OO,1.5000000000000000e+01,,West Indies,,
1042,Inamba-jima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
1043,India,4.0000000000000000e+00,4.0000000000000000e+01,IND,,5.0000000000000000e+00,,India,,excluding Andaman Is., Assam, Jammu-Kashmir, Laccadive Is. and Sikkim
1044,Indiana,7.0000000000000000e+00,7.5000000000000000e+01,INI,INI-OO,1.3000000000000000e+01,,North America,,
1045,Indonesia,4.0000000000000000e+00,4.2000000000000000e+01,,,,,,Irian Jaya, Jawa, Kalimantan, Lesser Sunda Is., Moluccas, Sulawesi and Sumatera,split between areas 6 C Malay Is. and 6 E New Guinea of Kew system
1046,Inhaca I.,2.0000000000000000e+00,2.6000000000000000e+01,MOZ,MOZ-OO,1.0000000000000000e+01,E,South Tropical Africa,,
1047,Inner Mongolia,3.0000000000000000e+00,3.6000000000000000e+01,CHI,,4.0000000000000000e+00,,Eastern Asia,,
1048,Ioinianisia,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
1049,Ionian Is.,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,Ionioi Nisoi,
1050,Ionioi Nisoi,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
1051,Voriai,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,one of Kikladhes
1052,Iowa,7.0000000000000000e+00,7.4000000000000000e+01,IOW,IOW-OO,1.3000000000000000e+01,,North America,,
1053,Iran,3.0000000000000000e+00,3.4000000000000000e+01,IRN,IRN-OO,2.0000000000000000e+00,A,Orient,,
1054,Iraq,3.0000000000000000e+00,3.4000000000000000e+01,IRQ,IRQ-OO,2.0000000000000000e+00,A,Orient,,
1055,Ireland,1.0000000000000000e+00,1.0000000000000000e+01,IRE,IRE-IR,1.0000000000000000e+00,,Europe,,excluding Northern Ireland
1056,Ireland,1.0000000000000000e+00,1.0000000000000000e+01,IRE,,1.0000000000000000e+00,,Europe,,including Northern Ireland
1057,Ireland, Northern,1.0000000000000000e+00,1.0000000000000000e+01,IRE,IRE-NI,1.0000000000000000e+00,,Europe,Northern Ireland,
1058,Irian Jaya,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-IJ,6.0000000000000000e+00,E,New Guinea,,
1059,Iriomote,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,part of Sakishima-gunto
1060,Irkutsk,3.0000000000000000e+00,3.0000000000000000e+01,IRK,IRK-OO,3.0000000000000000e+00,,Northern Asia,,
1061,Irkutskaya Oblast,3.0000000000000000e+00,3.0000000000000000e+01,IRK,IRK-OO,3.0000000000000000e+00,,Northern Asia,Irkutsk,
1062,Isabela I.,8.0000000000000000e+00,8.3000000000000000e+01,GAL,GAL-OO,1.7000000000000000e+01,,West Tropical South America,,
1063,Ishigaki,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,part of Sakishima-gunto
1064,Isle of Man,1.0000000000000000e+00,1.0000000000000000e+01,GRB,GRB-OO,1.0000000000000000e+00,,Europe,,
1065,Isle of Pines,6.0000000000000000e+00,6.0000000000000000e+01,NWC,NWC-OO,9.0000000000000000e+00,B,New Caledonia,,
1066,Israel,3.0000000000000000e+00,3.4000000000000000e+01,PAL,PAL-IS,2.0000000000000000e+00,A,Orient,,
1067,Italia,1.0000000000000000e+00,1.3000000000000000e+01,ITA,ITA-IT,1.0000000000000000e+00,,Europe,Italy,
1068,Italian Somaliland,2.0000000000000000e+00,2.4000000000000000e+01,SOM,SOM-OO,1.0000000000000000e+01,C,North East Tropical Africa,,
1069,Italy,1.0000000000000000e+00,1.3000000000000000e+01,ITA,,1.0000000000000000e+00,,Europe,,excluding Sardena and Sicilia; including SAN MArino and Vatican City
1070,Italy,1.0000000000000000e+00,1.3000000000000000e+01,ITA,ITA-IT,1.0000000000000000e+00,,Europe,,excluding Sardena and Sicilia
1071,Ivanovo,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
1072,Iviza,1.0000000000000000e+00,1.2000000000000000e+01,BAL,BAL-OO,1.0000000000000000e+00,,Europe,Ibiza,
1073,Ivory Coast,2.0000000000000000e+00,2.2000000000000000e+01,IVO,IVO-OO,1.0000000000000000e+01,A,West Tropical Africa,,
1074,Iwo Jima,3.0000000000000000e+00,3.8000000000000000e+01,KZN,KZN-OO,4.0000000000000000e+00,,Eastern Asia,,
1075,Jalisco,7.0000000000000000e+00,7.9000000000000000e+01,MXS,MXS-JA,1.4000000000000000e+01,,Central America,,
1076,Jalpaiguri,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-WB,5.0000000000000000e+00,,India,,
1077,Jaluit,6.0000000000000000e+00,6.2000000000000000e+01,MRS,MRS-OO,9.0000000000000000e+00,F,Micronesia,,part of Ralik chain
1078,Jamaica,8.0000000000000000e+00,8.1000000000000000e+01,JAM,JAM-OO,1.5000000000000000e+01,,West Indies,,
1079,Jammu-Kashmir,4.0000000000000000e+00,4.0000000000000000e+01,WHM,WHM-JK,5.0000000000000000e+00,,India,,
1080,Jan Mayen I.,1.0000000000000000e+00,1.0000000000000000e+01,SVA,SVA-OO,1.0000000000000000e+00,,Europe,,I. Territory of Norway
1081,Japan,3.0000000000000000e+00,3.8000000000000000e+01,JAP,,4.0000000000000000e+00,,Eastern Asia,,
1082,Jarvis I.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-US,9.0000000000000000e+00,E,S.E. Polynesia,,
1083,Java,4.0000000000000000e+00,4.2000000000000000e+01,JAW,JAW-OO,6.0000000000000000e+00,C,Malay Islands,Jawa,
1084,Jawa,4.0000000000000000e+00,4.2000000000000000e+01,JAW,JAW-OO,6.0000000000000000e+00,C,Malay Islands,,excluding Bali
1085,Jersey,1.0000000000000000e+00,1.2000000000000000e+01,FRA,FRA-CI,1.0000000000000000e+00,,Europe,,
1086,Jewish Autonomous Region,3.0000000000000000e+00,3.1000000000000000e+01,KHA,KHA-OO,3.0000000000000000e+00,,Northern Asia,Yevreysk,
1087,Jiangsu,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-JS,4.0000000000000000e+00,,Eastern Asia,,
1088,Jiangxi,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-JX,4.0000000000000000e+00,,Eastern Asia,,
1089,Jibouti,2.0000000000000000e+00,2.4000000000000000e+01,DJI,DJI-OO,1.0000000000000000e+01,C,North East Tropical Africa,Djibouti,
1090,Jilin,3.0000000000000000e+00,3.6000000000000000e+01,CHM,CHM-JL,4.0000000000000000e+00,,Eastern Asia,,
1091,Johnston I.,6.0000000000000000e+00,6.3000000000000000e+01,HAW,HAW-JI,9.0000000000000000e+00,G,Hawai'ian Islands,,
1092,Johore,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,Johor,
1093,Jordan,3.0000000000000000e+00,3.4000000000000000e+01,PAL,PAL-JO,2.0000000000000000e+00,A,Orient,,
1094,Jost van Dyke,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-BV,1.5000000000000000e+01,,West Indies,,
1095,Juan Fernández Is.,8.0000000000000000e+00,8.5000000000000000e+01,JNF,JNF-OO,1.8000000000000000e+01,,Temperate South America,,
1096,Juan de Nova,2.0000000000000000e+00,2.9000000000000000e+01,MCI,MCI-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,
1097,Judge and Clerk Is.,9.0000000000000000e+00,9.0000000000000000e+01,MAQ,MAQ-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,
1098,Jugoslavia,1.0000000000000000e+00,1.3000000000000000e+01,YUG,,1.0000000000000000e+00,,Europe,Yugoslavia,
1099,Jujuy,8.0000000000000000e+00,8.5000000000000000e+01,AGW,AGW-JU,1.8000000000000000e+01,,Temperate South America,,
1100,Juventud, Isla de la,8.0000000000000000e+00,8.1000000000000000e+01,CUB,CUB-OO,1.5000000000000000e+01,,West Indies,,
1101,Kabara,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,,
1102,Kabardino-Balkariya,3.0000000000000000e+00,3.3000000000000000e+01,NCS,NCS-KB,2.0000000000000000e+00,A,Orient,,
1103,Kadavu,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,,
1104,Kahoolawe,6.0000000000000000e+00,6.3000000000000000e+01,HAW,HAW-HI,9.0000000000000000e+00,G,Hawai'ian Islands,,
1105,Kai Is.,4.0000000000000000e+00,4.2000000000000000e+01,MOL,MOL-OO,6.0000000000000000e+00,C,Malay Islands,,
1106,Kalaotoa,4.0000000000000000e+00,4.2000000000000000e+01,SUL,SUL-OO,6.0000000000000000e+00,C,Malay Islands,,
1107,Kalimantan,4.0000000000000000e+00,4.2000000000000000e+01,BOR,BOR-KA,6.0000000000000000e+00,C,Malay Islands,,
1108,Kalimnos,3.0000000000000000e+00,3.4000000000000000e+01,EAI,EAI-OO,2.0000000000000000e+00,A,Orient,,one of Dhodekanisos
1109,Kalinin,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,Tver,
1110,Kaliningrad,1.0000000000000000e+00,1.4000000000000000e+01,BLT,BLT-KA,1.0000000000000000e+00,,Europe,,
1111,Kalmytskaya A.S.S.R.,1.0000000000000000e+00,1.4000000000000000e+01,RUS,RUS-OO,1.0000000000000000e+00,,Europe,Kalmykyia,
1112,Kaluga,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
1113,Kamaran Is.,3.0000000000000000e+00,3.5000000000000000e+01,YEM,YEM-SY,2.0000000000000000e+00,A,Orient,,
1114,Kambara,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,Kabara,
1115,Kamchatka,3.0000000000000000e+00,3.1000000000000000e+01,KAM,KAM-OO,3.0000000000000000e+00,,Northern Asia,,
1116,Kamodo,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-LS,6.0000000000000000e+00,C,Malay Islands,,
1117,Kampuchea,4.0000000000000000e+00,4.1000000000000000e+01,CBD,CBD-OO,6.0000000000000000e+00,B,Indo-China,Cambodia,
1118,Kandavu,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,Kadavu,
1119,Kangaroo I.,5.0000000000000000e+00,5.0000000000000000e+01,SOA,SOA-OO,7.0000000000000000e+00,,Australia,,
1120,Kangean Is.,4.0000000000000000e+00,4.2000000000000000e+01,JAW,JAW-OO,6.0000000000000000e+00,C,Malay Islands,,
1121,Kaniet Is.,4.0000000000000000e+00,4.2000000000000000e+01,BIS,BIS-OO,6.0000000000000000e+00,E,New Guinea,,
1122,Kansas,7.0000000000000000e+00,7.4000000000000000e+01,KAN,KAN-OO,1.3000000000000000e+01,,North America,,
1123,Kansu,3.0000000000000000e+00,3.6000000000000000e+01,CHN,CHN-GS,4.0000000000000000e+00,,Eastern Asia,Gansu,
1124,Kanton I.,6.0000000000000000e+00,6.0000000000000000e+01,PHX,PHX-OO,9.0000000000000000e+00,D,Samoan Islands,,
1125,Kapingamaringi,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,,
1126,Kaprivi Zipfel,2.0000000000000000e+00,2.7000000000000000e+01,CPV,CPV-OO,1.2000000000000000e+01,,South Africa,Caprivi Strip,
1127,Kara-Kalpakiya,3.0000000000000000e+00,3.2000000000000000e+01,UZB,UZB-OO,3.0000000000000000e+00,,Northern Asia,,
1128,Karacheyevo-Cherkessiya,3.0000000000000000e+00,3.3000000000000000e+01,NCS,NCS-KC,2.0000000000000000e+00,A,Orient,,
1129,Karaikal,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-KL,5.0000000000000000e+00,,India,,
1130,Karelia,1.0000000000000000e+00,1.4000000000000000e+01,RUN,RUN-OO,1.0000000000000000e+00,,Europe,,
1131,Karkaralong Is.,4.0000000000000000e+00,4.2000000000000000e+01,SUL,SUL-OO,6.0000000000000000e+00,C,Malay Islands,,
1132,Karnataka,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-KT,5.0000000000000000e+00,,India,,
1133,Kárpathos,1.0000000000000000e+00,1.3000000000000000e+01,KRI,KRI-OO,1.0000000000000000e+00,,Europe,,
1134,Kasos,1.0000000000000000e+00,1.3000000000000000e+01,KRI,KRI-OO,1.0000000000000000e+00,,Europe,,
1135,Kauai,6.0000000000000000e+00,6.3000000000000000e+01,HAW,HAW-HI,9.0000000000000000e+00,G,Hawai'ian Islands,,
1136,Kazakhstan,3.0000000000000000e+00,3.2000000000000000e+01,KAZ,KAZ-OO,3.0000000000000000e+00,,Northern Asia,,excluding West Kazakhstan
1137,Kazan-retto,3.0000000000000000e+00,3.8000000000000000e+01,KZN,KZN-OO,4.0000000000000000e+00,,Eastern Asia,,
1138,Kedah,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,,
1139,Keeling I.,4.0000000000000000e+00,4.2000000000000000e+01,CKI,CKI-OO,6.0000000000000000e+00,C,Malay Islands,Cocos (Keeling) I.,
1140,Keewatin,7.0000000000000000e+00,7.0000000000000000e+01,NUN,NUN-OO,1.3000000000000000e+01,,North America,,
1141,Kelantan,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,,
1142,Kemerovo,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
1143,Kentucky,7.0000000000000000e+00,7.8000000000000000e+01,KTY,KTY-OO,1.3000000000000000e+01,,North America,,
1144,Kenya,2.0000000000000000e+00,2.5000000000000000e+01,KEN,KEN-OO,1.0000000000000000e+01,D,East Tropical Africa,,
1145,Kephalinia,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,Kefallinia,
1146,Kerala,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-KE,5.0000000000000000e+00,,India,,
1147,Kerguelen,9.0000000000000000e+00,9.0000000000000000e+01,KEG,KEG-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,part of French Southern and Antarctic Territories
1148,Kérkira,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
1149,Kermadec Is.,5.0000000000000000e+00,5.1000000000000000e+01,KER,KER-OO,8.0000000000000000e+00,,New Zealand,,
1150,Khabarovsk,3.0000000000000000e+00,3.1000000000000000e+01,KHA,KHA-OO,3.0000000000000000e+00,,Northern Asia,,
1151,Khakassiya,3.0000000000000000e+00,3.0000000000000000e+01,KRA,KRA-OO,3.0000000000000000e+00,,Northern Asia,,
1152,Khalki,3.0000000000000000e+00,3.4000000000000000e+01,EAI,EAI-OO,2.0000000000000000e+00,A,Orient,,one of Dhodekanisos
1153,Khamili,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
1154,Khanty-Mansi,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
1155,Khios,3.0000000000000000e+00,3.4000000000000000e+01,EAI,EAI-OO,2.0000000000000000e+00,A,Orient,,
1156,Khmer Republic,4.0000000000000000e+00,4.1000000000000000e+01,CBD,CBD-OO,6.0000000000000000e+00,B,Indo-China,Cambodia,
1157,Khristiana,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,one of Kikladhes
1158,Kiangsi,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-JX,4.0000000000000000e+00,,Eastern Asia,Jiangxi,
1159,Kiangsu,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-JS,4.0000000000000000e+00,,Eastern Asia,Jiangsu,
1160,Kikai-shima,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,part of Amami-shoto
1161,Kikladhes,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
1162,Kilinailau,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-NO,9.0000000000000000e+00,A,Melanesia,,
1163,Kin-Men,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-KI,4.0000000000000000e+00,,Eastern Asia,,
1164,King George Is.,6.0000000000000000e+00,6.1000000000000000e+01,TUA,TUA-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
1165,King George V Land,9.0000000000000000e+00,9.1000000000000000e+01,ANT,ANT-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,part of Australian Antarctic Territory
1166,Kingman Reef,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-US,9.0000000000000000e+00,E,S.E. Polynesia,,
1167,Kingsmill Is.,6.0000000000000000e+00,6.0000000000000000e+01,GIL,GIL-OO,9.0000000000000000e+00,D,Samoan Islands,,
1168,Kirgiziya,3.0000000000000000e+00,3.2000000000000000e+01,KGZ,KGZ-OO,3.0000000000000000e+00,,Northern Asia,Kirgizistan,
1169,Kirgizistan,3.0000000000000000e+00,3.2000000000000000e+01,KGZ,KGZ-OO,3.0000000000000000e+00,,Northern Asia,,
1170,Kiribati,6.0000000000000000e+00,,,,,,,Gilbert Is., Phoenix Is. and Kiribati Line Is.,split between areas 9 D Samoan Is. and 9 E S.E. Polynesia of Kew system
1171,Kiribati Line Is.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,,
1172,Kirin,3.0000000000000000e+00,3.6000000000000000e+01,CHM,CHM-JL,4.0000000000000000e+00,,Eastern Asia,Jilin,
1173,Kiritimati,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,,
1174,Kiriwina Is.,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-PN,6.0000000000000000e+00,E,New Guinea,Trobriand Is.,
1175,Kirov,1.0000000000000000e+00,1.4000000000000000e+01,RUE,RUE-OO,1.0000000000000000e+00,,Europe,,
1176,Kita Daito,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,one of Daito Is.
1177,Kita Iwo,3.0000000000000000e+00,3.8000000000000000e+01,KZN,KZN-OO,4.0000000000000000e+00,,Eastern Asia,,
1178,Kitalo,3.0000000000000000e+00,3.8000000000000000e+01,KZN,KZN-OO,4.0000000000000000e+00,,Eastern Asia,,
1179,Kithira,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
1180,Kittery I.,6.0000000000000000e+00,6.3000000000000000e+01,HAW,HAW-HI,9.0000000000000000e+00,G,Hawai'ian Islands,,
1181,Ko Way,4.0000000000000000e+00,4.1000000000000000e+01,VIE,VIE-OO,6.0000000000000000e+00,B,Indo-China,,
1182,Kobisho,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,
1183,Koch Bihar,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-WB,5.0000000000000000e+00,,India,,
1184,Kodiak I.,7.0000000000000000e+00,7.0000000000000000e+01,ASK,ASK-OO,1.3000000000000000e+01,,North America,,
1185,Komandor Is.,3.0000000000000000e+00,3.1000000000000000e+01,KAM,KAM-OO,3.0000000000000000e+00,,Northern Asia,,
1186,Komba,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-LS,6.0000000000000000e+00,C,Malay Islands,,
1187,Komi,1.0000000000000000e+00,1.4000000000000000e+01,RUN,RUN-OO,1.0000000000000000e+00,,Europe,,
1188,Konigsberg,1.0000000000000000e+00,1.4000000000000000e+01,BLT,BLT-KA,1.0000000000000000e+00,,Europe,Kaliningrad,
1189,Korea,3.0000000000000000e+00,3.8000000000000000e+01,KOR,,4.0000000000000000e+00,,Eastern Asia,,
1190,Korea, People's Democratic Republic of,3.0000000000000000e+00,3.8000000000000000e+01,KOR,KOR-NK,4.0000000000000000e+00,,Eastern Asia,,
1191,Korea, Republic of,3.0000000000000000e+00,3.8000000000000000e+01,KOR,KOR-SK,4.0000000000000000e+00,,Eastern Asia,,
1192,Koryanskiy,3.0000000000000000e+00,3.1000000000000000e+01,KAM,KAM-OO,3.0000000000000000e+00,,Northern Asia,,
1193,Kos,3.0000000000000000e+00,3.4000000000000000e+01,EAI,EAI-OO,2.0000000000000000e+00,A,Orient,,one of Dhodekanisos
1194,Kosovo,1.0000000000000000e+00,1.3000000000000000e+01,YUG,YUG-KO,1.0000000000000000e+00,,Europe,,
1195,Kosrae,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,,
1196,Kostroma,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
1197,Koufonisi,1.0000000000000000e+00,1.3000000000000000e+01,KRI,KRI-OO,1.0000000000000000e+00,,Europe,,
1198,Kozu-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
1199,Krasnodar,3.0000000000000000e+00,3.3000000000000000e+01,NCS,NCS-KR,2.0000000000000000e+00,A,Orient,,
1200,Krasnoyarsk,3.0000000000000000e+00,3.0000000000000000e+01,KRA,KRA-OO,3.0000000000000000e+00,,Northern Asia,,
1201,Kriti,1.0000000000000000e+00,1.3000000000000000e+01,KRI,KRI-OO,1.0000000000000000e+00,,Europe,,
1202,Krym,1.0000000000000000e+00,1.4000000000000000e+01,KRY,KRY-OO,1.0000000000000000e+00,,Europe,,
1203,Kuchino-shima,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,part of Tokara-retto
1204,Kure I.,6.0000000000000000e+00,6.3000000000000000e+01,HAW,HAW-MI,9.0000000000000000e+00,G,Hawai'ian Islands,,
1205,Kurgan,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
1206,Kuria,6.0000000000000000e+00,6.0000000000000000e+01,GIL,GIL-OO,9.0000000000000000e+00,D,Samoan Islands,,
